店舗CD,店舗,グループCD,グループ,9時迄売上高,10時迄売上高,11時迄売上高,12時迄売上高,13時迄売上高,14時迄売上高,15時迄売上高,16時迄売上高,17時迄売上高
"","",221,デイリーフーズ,14.0,33.0,83.0,170.0,262.0,331.0,402.0,498.0,580.0
0000024500,那珂町　　　　, ,那珂町　　　　計,103.0,154.0,265.0,391.0,526.0,642.0,772.0,926.0,1094.0
"","",211,グロサリー,57.0,88.0,152.0,218.0,298.0,361.0,425.0,506.0,591.0
"","",214,リカー,12.0,17.0,33.0,51.0,64.0,75.0,87.0,104.0,119.0
"","",221,デイリーフーズ,35.0,49.0,79.0,123.0,163.0,206.0,259.0,317.0,385.0
0000025310,松任, ,松任計,28.0,106.0,347.0,622.0,869.0,1085.0,1294.0,1524.0,1775.0
"","",211,グロサリー,12.0,55.0,166.0,278.0,410.0,518.0,605.0,713.0,827.0
"","",214,リカー,4.0,12.0,60.0,101.0,140.0,169.0,207.0,230.0,266.0
"","",221,デイリーフーズ,12.0,39.0,121.0,243.0,318.0,398.0,483.0,580.0,683.0
0000030080,ＦＦ鶴田, ,ＦＦ鶴田計,5.0,18.0,30.0,46.0,73.0,94.0,109.0,120.0,155.0
"","",211,グロサリー,4.0,9.0,14.0,23.0,34.0,43.0,50.0,55.0,74.0
"","",214,リカー,1.0,4.0,6.0,6.0,7.0,10.0,10.0,14.0,19.0
"","",221,デイリーフーズ,1.0,5.0,11.0,17.0,32.0,41.0,48.0,52.0,61.0
0000031130,相模原, ,相模原計,40.0,204.0,547.0,1135.0,1792.0,2218.0,2815.0,3438.0,4131.0
"","",211,グロサリー,21.0,100.0,254.0,518.0,840.0,1041.0,1307.0,1596.0,1952.0
"","",214,リカー,2.0,25.0,61.0,119.0,178.0,224.0,302.0,369.0,448.0
"","",221,デイリーフーズ,18.0,79.0,232.0,498.0,774.0,953.0,1206.0,1472.0,1732.0
0000031260,北戸田, ,北戸田計,123.0,276.0,704.0,1195.0,1781.0,2311.0,2800.0,3454.0,4160.0
"","",211,グロサリー,64.0,147.0,369.0,604.0,902.0,1181.0,1412.0,1739.0,2081.0
"","",214,リカー,13.0,28.0,79.0,130.0,194.0,258.0,317.0,382.0,470.0
"","",221,デイリーフーズ,46.0,102.0,255.0,461.0,685.0,872.0,1072.0,1333.0,1608.0
0000031760,検見川浜, ,検見川浜計,103.0,237.0,481.0,910.0,1320.0,1659.0,2052.0,2534.0,2998.0
"","",211,グロサリー,55.0,107.0,200.0,380.0,555.0,702.0,864.0,1047.0,1232.0
"","",214,リカー,7.0,23.0,42.0,75.0,109.0,127.0,163.0,220.0,269.0
"","",221,デイリーフーズ,41.0,107.0,239.0,454.0,656.0,830.0,1025.0,1267.0,1496.0
0000050440,横浜瀬谷, ,横浜瀬谷計,1.0,49.0,136.0,237.0,337.0,429.0,543.0,630.0,745.0
"","",211,グロサリー,1.0,21.0,53.0,85.0,111.0,140.0,183.0,215.0,255.0
"","",214,リカー,0.0,3.0,10.0,12.0,22.0,31.0,43.0,55.0,70.0
"","",221,デイリーフーズ,0.0,26.0,74.0,140.0,204.0,258.0,317.0,359.0,420.0
0000051480,ふじみ野, ,ふじみ野計,25.0,184.0,327.0,706.0,1028.0,1318.0,1574.0,1892.0,2246.0
"","",211,グロサリー,14.0,122.0,182.0,358.0,498.0,623.0,730.0,878.0,1022.0
"","",214,リカー,1.0,10.0,15.0,32.0,43.0,73.0,88.0,109.0,127.0
"","",221,デイリーフーズ,11.0,52.0,129.0,316.0,487.0,622.0,756.0,906.0,1097.0
0000093970,有明ガーデン, ,有明ガーデン計,21.0,73.0,156.0,324.0,484.0,664.0,825.0,1057.0,1331.0
"","",211,グロサリー,12.0,40.0,79.0,147.0,219.0,289.0,356.0,455.0,557.0
"","",214,リカー,1.0,7.0,10.0,40.0,55.0,91.0,106.0,134.0,186.0
"","",221,デイリーフーズ,8.0,26.0,67.0,137.0,210.0,285.0,364.0,468.0,588.0
0000006920,大網白里　　　　　, ,大網白里　　　　　計,16.0,79.0,259.0,505.0,752.0,973.0,1193.0,1437.0,1640.0
"","",211,グロサリー,4.0,40.0,127.0,239.0,360.0,460.0,577.0,680.0,762.0
"","",214,リカー,3.0,5.0,19.0,43.0,60.0,75.0,88.0,109.0,135.0
"","",221,デイリーフーズ,8.0,34.0,113.0,223.0,332.0,438.0,528.0,648.0,744.0
0000009490,新潟東, ,新潟東計,49.0,185.0,472.0,742.0,1069.0,1352.0,1690.0,1996.0,2340.0
"","",211,グロサリー,22.0,90.0,237.0,358.0,540.0,696.0,853.0,1006.0,1164.0
"","",214,リカー,7.0,30.0,55.0,85.0,129.0,157.0,204.0,245.0,294.0
"","",221,デイリーフーズ,19.0,64.0,180.0,299.0,400.0,499.0,632.0,744.0,881.0
0000024570,東海　　　　　　　, ,東海　　　　　　　計,32.0,93.0,250.0,457.0,734.0,971.0,1163.0,1379.0,1597.0
"","",211,グロサリー,13.0,46.0,120.0,233.0,374.0,515.0,627.0,739.0,855.0
"","",214,リカー,6.0,11.0,26.0,36.0,57.0,71.0,78.0,97.0,117.0
"","",221,デイリーフーズ,12.0,36.0,104.0,187.0,303.0,385.0,458.0,543.0,626.0
0000025320,加賀の里, ,加賀の里計,132.0,236.0,436.0,701.0,906.0,1148.0,1388.0,1658.0,1902.0
"","",211,グロサリー,56.0,93.0,185.0,305.0,409.0,518.0,618.0,721.0,811.0
"","",214,リカー,25.0,45.0,62.0,84.0,107.0,130.0,174.0,223.0,290.0
"","",221,デイリーフーズ,51.0,98.0,189.0,311.0,390.0,500.0,596.0,714.0,801.0
0000031140,秦野, ,秦野計,81.0,358.0,942.0,1761.0,2404.0,3075.0,3756.0,4454.0,5083.0
"","",211,グロサリー,36.0,177.0,445.0,865.0,1186.0,1536.0,1926.0,2261.0,2585.0
"","",214,リカー,7.0,34.0,93.0,161.0,223.0,298.0,357.0,430.0,499.0
"","",221,デイリーフーズ,38.0,147.0,404.0,735.0,995.0,1240.0,1473.0,1763.0,1998.0
0000032020,鎌ケ谷, ,鎌ケ谷計,74.0,304.0,639.0,1392.0,1939.0,2428.0,2905.0,3569.0,4140.0
"","",211,グロサリー,40.0,158.0,313.0,698.0,971.0,1189.0,1419.0,1743.0,2010.0
"","",214,リカー,10.0,31.0,75.0,126.0,186.0,265.0,332.0,429.0,510.0
"","",221,デイリーフーズ,24.0,115.0,251.0,568.0,783.0,974.0,1155.0,1396.0,1620.0
0000032270,新井宿駅前, ,新井宿駅前計,32.0,58.0,107.0,196.0,276.0,340.0,400.0,490.0,598.0
"","",211,グロサリー,17.0,33.0,51.0,85.0,115.0,135.0,162.0,197.0,230.0
"","",214,リカー,5.0,5.0,10.0,16.0,25.0,33.0,40.0,53.0,67.0
"","",221,デイリーフーズ,10.0,20.0,45.0,95.0,136.0,172.0,198.0,241.0,301.0
0000035660,高崎駅前, ,高崎駅前計,89.0,163.0,272.0,410.0,611.0,771.0,931.0,1113.0,1307.0
"","",211,グロサリー,52.0,92.0,136.0,193.0,285.0,354.0,429.0,506.0,587.0
"","",214,リカー,6.0,9.0,16.0,28.0,45.0,62.0,77.0,102.0,124.0
"","",221,デイリーフーズ,32.0,62.0,120.0,189.0,282.0,355.0,424.0,505.0,596.0
0000051540,横浜和田町, ,横浜和田町計,0.0,49.0,120.0,246.0,353.0,456.0,566.0,684.0,824.0
"","",211,グロサリー,0.0,26.0,55.0,107.0,152.0,201.0,254.0,302.0,366.0
"","",214,リカー,0.0,3.0,9.0,24.0,38.0,46.0,59.0,77.0,97.0
"","",221,デイリーフーズ,0.0,20.0,56.0,116.0,163.0,209.0,253.0,305.0,361.0
0000060290,石和, ,石和計,0.0,1.0,3.0,4.0,4.0,6.0,6.0,12.0,17.0
"","",211,グロサリー,0.0,1.0,3.0,4.0,4.0,6.0,6.0,8.0,9.0
"","",214,リカー,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0
0000006930,鴨川　　　　　　　, ,鴨川　　　　　　　計,21.0,96.0,295.0,527.0,695.0,860.0,1037.0,1240.0,1465.0
"","",211,グロサリー,10.0,43.0,131.0,230.0,310.0,378.0,468.0,570.0,672.0
"","",214,リカー,2.0,14.0,39.0,57.0,78.0,100.0,128.0,155.0,191.0
"","",221,デイリーフーズ,9.0,39.0,125.0,240.0,307.0,382.0,441.0,516.0,602.0
0000009500,村上東, ,村上東計,33.0,102.0,253.0,427.0,559.0,681.0,834.0,1047.0,1219.0
"","",211,グロサリー,19.0,54.0,126.0,202.0,279.0,344.0,436.0,560.0,632.0
"","",214,リカー,4.0,20.0,36.0,63.0,71.0,85.0,103.0,130.0,159.0
"","",221,デイリーフーズ,10.0,29.0,92.0,162.0,209.0,252.0,295.0,358.0,427.0
0000024580,鹿嶋　　　　　　　, ,鹿嶋　　　　　　　計,45.0,89.0,252.0,466.0,629.0,796.0,987.0,1226.0,1450.0
"","",211,グロサリー,20.0,37.0,129.0,227.0,305.0,390.0,467.0,589.0,701.0
"","",214,リカー,2.0,5.0,16.0,29.0,35.0,52.0,67.0,83.0,104.0
"","",221,デイリーフーズ,23.0,47.0,107.0,210.0,289.0,355.0,453.0,554.0,645.0
0000036140,野々市南, ,野々市南計,178.0,284.0,410.0,539.0,687.0,784.0,910.0,1048.0,1224.0
"","",211,グロサリー,80.0,129.0,190.0,250.0,319.0,362.0,407.0,477.0,553.0
"","",214,リカー,24.0,38.0,57.0,74.0,89.0,105.0,127.0,137.0,164.0
"","",221,デイリーフーズ,75.0,117.0,164.0,215.0,278.0,317.0,375.0,434.0,507.0
0000050570,幕張ベイパーク, ,幕張ベイパーク計,0.0,61.0,170.0,343.0,550.0,710.0,937.0,1110.0,1351.0
"","",211,グロサリー,0.0,31.0,78.0,146.0,248.0,324.0,419.0,484.0,574.0
"","",214,リカー,0.0,4.0,13.0,32.0,48.0,57.0,83.0,104.0,136.0
"","",221,デイリーフーズ,0.0,26.0,80.0,165.0,254.0,329.0,434.0,522.0,641.0
0000052640,川口, ,川口計,6.0,118.0,422.0,776.0,1318.0,1782.0,2225.0,2746.0,3239.0
"","",211,グロサリー,3.0,43.0,179.0,331.0,577.0,781.0,990.0,1219.0,1434.0
"","",214,リカー,0.0,17.0,50.0,86.0,154.0,198.0,228.0,288.0,348.0
"","",221,デイリーフーズ,3.0,58.0,193.0,359.0,587.0,803.0,1007.0,1239.0,1458.0
0000060230,北浦和, ,北浦和計,80.0,240.0,545.0,1040.0,1424.0,1734.0,2093.0,2464.0,2921.0
"","",211,グロサリー,47.0,130.0,275.0,506.0,681.0,829.0,1004.0,1167.0,1378.0
"","",214,リカー,4.0,13.0,44.0,86.0,120.0,145.0,178.0,224.0,265.0
"","",221,デイリーフーズ,29.0,97.0,226.0,449.0,623.0,761.0,910.0,1074.0,1277.0
0000805350,大月, ,大月計,0.0,64.0,166.0,332.0,440.0,558.0,682.0,822.0,994.0
"","",211,グロサリー,0.0,35.0,80.0,157.0,199.0,255.0,322.0,376.0,463.0
"","",214,リカー,0.0,4.0,18.0,27.0,40.0,51.0,61.0,83.0,101.0
"","",221,デイリーフーズ,0.0,25.0,69.0,148.0,201.0,253.0,299.0,362.0,430.0
0000805860,練馬, ,練馬計,0.0,104.0,365.0,940.0,1430.0,1896.0,2322.0,2890.0,3417.0
"","",211,グロサリー,0.0,56.0,186.0,432.0,661.0,893.0,1102.0,1372.0,1619.0
"","",214,リカー,0.0,3.0,24.0,107.0,145.0,202.0,238.0,298.0,346.0
"","",221,デイリーフーズ,0.0,45.0,155.0,401.0,623.0,800.0,982.0,1220.0,1453.0
0000006950,旭　　　　　　　　, ,旭　　　　　　　　計,10.0,42.0,142.0,269.0,417.0,536.0,683.0,840.0,987.0
"","",211,グロサリー,4.0,19.0,61.0,122.0,195.0,255.0,328.0,398.0,465.0
"","",214,リカー,0.0,1.0,5.0,14.0,24.0,40.0,56.0,64.0,77.0
"","",221,デイリーフーズ,6.0,21.0,76.0,132.0,197.0,242.0,300.0,378.0,445.0
0000009560,十日町, ,十日町計,26.0,71.0,187.0,296.0,371.0,435.0,593.0,702.0,812.0
"","",211,グロサリー,13.0,38.0,88.0,138.0,172.0,198.0,293.0,336.0,386.0
"","",214,リカー,2.0,9.0,34.0,56.0,61.0,68.0,86.0,110.0,131.0
"","",221,デイリーフーズ,11.0,24.0,65.0,102.0,139.0,170.0,214.0,257.0,295.0
0000031890,水戸下市, ,水戸下市計,19.0,72.0,188.0,306.0,406.0,549.0,655.0,784.0,898.0
"","",211,グロサリー,10.0,36.0,94.0,147.0,193.0,269.0,322.0,378.0,432.0
"","",214,リカー,2.0,7.0,17.0,26.0,37.0,49.0,57.0,75.0,86.0
"","",221,デイリーフーズ,7.0,28.0,77.0,132.0,175.0,231.0,276.0,331.0,380.0
0000041940,座間, ,座間計,39.0,159.0,509.0,1027.0,1668.0,2154.0,2859.0,3472.0,4177.0
"","",211,グロサリー,18.0,85.0,256.0,507.0,812.0,1045.0,1391.0,1649.0,1980.0
"","",214,リカー,5.0,15.0,64.0,113.0,199.0,252.0,338.0,417.0,519.0
"","",221,デイリーフーズ,15.0,59.0,190.0,406.0,658.0,857.0,1130.0,1405.0,1678.0
0000052160,千葉みなと, ,千葉みなと計,0.0,56.0,133.0,267.0,368.0,526.0,649.0,817.0,961.0
"","",211,グロサリー,0.0,20.0,54.0,111.0,153.0,229.0,286.0,349.0,407.0
"","",214,リカー,0.0,2.0,13.0,23.0,33.0,46.0,57.0,91.0,110.0
"","",221,デイリーフーズ,0.0,34.0,65.0,132.0,182.0,250.0,305.0,378.0,445.0
0000058040,金沢, ,金沢計,37.0,101.0,349.0,642.0,887.0,1099.0,1257.0,1467.0,1719.0
"","",211,グロサリー,20.0,49.0,176.0,311.0,428.0,529.0,602.0,694.0,807.0
"","",214,リカー,2.0,9.0,47.0,88.0,113.0,169.0,190.0,235.0,264.0
"","",221,デイリーフーズ,16.0,42.0,125.0,243.0,346.0,400.0,465.0,537.0,647.0
0000060270,せんげん台, ,せんげん台計,65.0,152.0,496.0,900.0,1330.0,1643.0,1976.0,2357.0,2755.0
"","",211,グロサリー,20.0,61.0,219.0,392.0,591.0,734.0,885.0,1059.0,1243.0
"","",214,リカー,12.0,20.0,69.0,120.0,164.0,202.0,237.0,277.0,311.0
"","",221,デイリーフーズ,34.0,71.0,208.0,388.0,574.0,706.0,854.0,1020.0,1201.0
0000060380,新座, ,新座計,42.0,114.0,311.0,532.0,834.0,1049.0,1271.0,1505.0,1818.0
"","",211,グロサリー,22.0,55.0,142.0,227.0,369.0,468.0,577.0,703.0,843.0
"","",214,リカー,2.0,11.0,31.0,57.0,74.0,98.0,117.0,147.0,188.0
"","",221,デイリーフーズ,18.0,48.0,139.0,248.0,391.0,482.0,577.0,656.0,787.0
0000006070,東久留米, ,東久留米計,0.0,177.0,521.0,990.0,1719.0,2156.0,2796.0,3354.0,4035.0
"","",211,グロサリー,0.0,67.0,206.0,428.0,785.0,978.0,1245.0,1477.0,1787.0
"","",214,リカー,0.0,37.0,88.0,133.0,203.0,255.0,349.0,439.0,524.0
"","",221,デイリーフーズ,0.0,73.0,227.0,429.0,732.0,923.0,1203.0,1438.0,1725.0
0000009570,白根, ,白根計,100.0,167.0,323.0,480.0,594.0,699.0,854.0,1018.0,1182.0
"","",211,グロサリー,52.0,80.0,151.0,213.0,259.0,291.0,356.0,442.0,524.0
"","",214,リカー,15.0,26.0,38.0,59.0,75.0,101.0,115.0,134.0,157.0
"","",221,デイリーフーズ,33.0,61.0,134.0,207.0,260.0,306.0,383.0,442.0,501.0
0000017870,千葉ニュータウン, ,千葉ニュータウン計,49.0,172.0,456.0,890.0,1284.0,1688.0,2108.0,2504.0,2981.0
"","",211,グロサリー,30.0,92.0,241.0,447.0,627.0,832.0,1025.0,1207.0,1435.0
"","",214,リカー,2.0,7.0,46.0,93.0,114.0,146.0,209.0,256.0,308.0
"","",221,デイリーフーズ,17.0,73.0,169.0,351.0,543.0,709.0,874.0,1041.0,1238.0
0000031200,東雲, ,東雲計,350.0,669.0,1221.0,1976.0,2613.0,3204.0,3908.0,4602.0,5435.0
"","",211,グロサリー,173.0,324.0,596.0,926.0,1230.0,1496.0,1840.0,2150.0,2544.0
"","",214,リカー,43.0,95.0,149.0,260.0,338.0,423.0,494.0,583.0,674.0
"","",221,デイリーフーズ,134.0,250.0,476.0,790.0,1045.0,1284.0,1574.0,1869.0,2217.0
0000032250,佐野新都市, ,佐野新都市計,49.0,124.0,276.0,595.0,858.0,1094.0,1392.0,1700.0,2039.0
"","",211,グロサリー,27.0,65.0,137.0,287.0,439.0,570.0,719.0,878.0,1059.0
"","",214,リカー,3.0,8.0,28.0,52.0,70.0,84.0,118.0,151.0,190.0
"","",221,デイリーフーズ,19.0,51.0,111.0,255.0,349.0,439.0,555.0,671.0,790.0
0000041960,つきみ野, ,つきみ野計,0.0,32.0,112.0,228.0,324.0,401.0,488.0,586.0,689.0
"","",211,グロサリー,0.0,14.0,49.0,101.0,147.0,185.0,222.0,260.0,296.0
"","",214,リカー,0.0,2.0,5.0,14.0,19.0,24.0,33.0,51.0,63.0
"","",221,デイリーフーズ,0.0,17.0,58.0,114.0,158.0,192.0,233.0,276.0,330.0
0000060350,東神奈川, ,東神奈川計,110.0,276.0,571.0,959.0,1374.0,1742.0,2255.0,2737.0,3219.0
"","",211,グロサリー,63.0,149.0,284.0,458.0,661.0,836.0,1073.0,1285.0,1509.0
"","",214,リカー,8.0,29.0,55.0,92.0,125.0,175.0,248.0,323.0,371.0
"","",221,デイリーフーズ,38.0,98.0,232.0,409.0,588.0,731.0,933.0,1129.0,1339.0
0000060390,北小金, ,北小金計,50.0,183.0,423.0,761.0,1130.0,1454.0,1736.0,2062.0,2478.0
"","",211,グロサリー,24.0,95.0,207.0,354.0,517.0,649.0,760.0,905.0,1084.0
"","",214,リカー,5.0,15.0,37.0,66.0,115.0,160.0,195.0,228.0,291.0
"","",221,デイリーフーズ,22.0,73.0,179.0,342.0,498.0,644.0,780.0,929.0,1102.0
0000060460,古河　　　　　　　, ,古河　　　　　　　計,38.0,110.0,311.0,557.0,747.0,995.0,1221.0,1452.0,1719.0
"","",211,グロサリー,17.0,50.0,153.0,273.0,361.0,491.0,605.0,723.0,853.0
"","",214,リカー,4.0,8.0,26.0,40.0,53.0,71.0,100.0,122.0,144.0
"","",221,デイリーフーズ,17.0,51.0,132.0,245.0,334.0,433.0,516.0,608.0,722.0
0000060470,大井, ,大井計,78.0,205.0,493.0,894.0,1250.0,1593.0,1894.0,2271.0,2651.0
"","",211,グロサリー,34.0,88.0,228.0,415.0,563.0,752.0,883.0,1066.0,1236.0
"","",214,リカー,4.0,21.0,60.0,104.0,149.0,179.0,225.0,279.0,327.0
"","",221,デイリーフーズ,41.0,97.0,205.0,376.0,538.0,662.0,785.0,926.0,1089.0
0000803260,南越谷, ,南越谷計,49.0,123.0,243.0,458.0,646.0,830.0,1008.0,1212.0,1468.0
"","",211,グロサリー,26.0,61.0,111.0,204.0,291.0,371.0,448.0,534.0,635.0
"","",214,リカー,4.0,11.0,21.0,39.0,54.0,79.0,103.0,121.0,168.0
"","",221,デイリーフーズ,19.0,51.0,112.0,215.0,301.0,380.0,456.0,556.0,665.0
0000009580,六日町, ,六日町計,25.0,92.0,192.0,361.0,466.0,589.0,750.0,897.0,1065.0
"","",211,グロサリー,11.0,43.0,90.0,169.0,227.0,283.0,356.0,423.0,507.0
"","",214,リカー,5.0,21.0,26.0,48.0,58.0,69.0,96.0,117.0,145.0
"","",221,デイリーフーズ,9.0,28.0,76.0,144.0,181.0,237.0,299.0,357.0,413.0
0000024490,館山　　　　　　　, ,館山　　　　　　　計,29.0,126.0,329.0,641.0,939.0,1202.0,1482.0,1825.0,2255.0
"","",211,グロサリー,11.0,55.0,171.0,330.0,476.0,602.0,731.0,885.0,1075.0
"","",214,リカー,1.0,10.0,21.0,51.0,92.0,134.0,183.0,243.0,331.0
"","",221,デイリーフーズ,17.0,61.0,138.0,260.0,371.0,466.0,568.0,697.0,849.0
0000032260,キッズ佐野新都市, ,キッズ佐野新都市計,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"","",211,グロサリー,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000060480,市川妙典, ,市川妙典計,47.0,164.0,513.0,999.0,1397.0,1901.0,2304.0,2902.0,3559.0
"","",211,グロサリー,18.0,81.0,250.0,470.0,636.0,872.0,1056.0,1317.0,1600.0
"","",214,リカー,4.0,13.0,42.0,82.0,117.0,161.0,205.0,263.0,368.0
"","",221,デイリーフーズ,25.0,70.0,222.0,446.0,645.0,867.0,1044.0,1322.0,1591.0
0000060550,大宮, ,大宮計,38.0,187.0,472.0,832.0,1186.0,1465.0,1718.0,2099.0,2422.0
"","",211,グロサリー,20.0,91.0,226.0,399.0,549.0,686.0,813.0,999.0,1146.0
"","",214,リカー,1.0,23.0,50.0,79.0,126.0,147.0,155.0,210.0,248.0
"","",221,デイリーフーズ,16.0,73.0,197.0,355.0,510.0,632.0,751.0,890.0,1028.0
0000063060,本牧, ,本牧計,104.0,264.0,554.0,1021.0,1608.0,1959.0,2370.0,2822.0,3314.0
"","",211,グロサリー,56.0,133.0,280.0,511.0,827.0,1009.0,1218.0,1449.0,1657.0
"","",214,リカー,6.0,21.0,37.0,90.0,152.0,187.0,225.0,271.0,349.0
"","",221,デイリーフーズ,42.0,110.0,237.0,419.0,629.0,763.0,926.0,1102.0,1308.0
0000067320,高萩　　　　　　　, ,高萩　　　　　　　計,31.0,97.0,242.0,437.0,610.0,775.0,887.0,1028.0,1179.0
"","",211,グロサリー,15.0,53.0,133.0,238.0,330.0,419.0,488.0,566.0,644.0
"","",214,リカー,7.0,14.0,34.0,55.0,74.0,103.0,108.0,128.0,144.0
"","",221,デイリーフーズ,9.0,30.0,75.0,144.0,206.0,253.0,292.0,334.0,391.0
0000009590,上越, ,上越計,33.0,110.0,337.0,581.0,801.0,1037.0,1372.0,1691.0,1923.0
"","",211,グロサリー,14.0,49.0,188.0,320.0,450.0,576.0,772.0,948.0,1063.0
"","",214,リカー,4.0,14.0,32.0,44.0,53.0,75.0,113.0,155.0,177.0
"","",221,デイリーフーズ,14.0,48.0,118.0,217.0,298.0,385.0,487.0,588.0,683.0
0000031770,君津, ,君津計,43.0,139.0,320.0,536.0,746.0,922.0,1125.0,1352.0,1620.0
"","",211,グロサリー,21.0,62.0,153.0,242.0,329.0,404.0,500.0,602.0,722.0
"","",214,リカー,3.0,19.0,34.0,47.0,66.0,79.0,100.0,122.0,151.0
"","",221,デイリーフーズ,18.0,58.0,133.0,247.0,351.0,438.0,525.0,628.0,747.0
0000060360,海老名, ,海老名計,55.0,192.0,583.0,1123.0,1565.0,1964.0,2331.0,2725.0,3177.0
"","",211,グロサリー,27.0,90.0,286.0,552.0,734.0,906.0,1062.0,1232.0,1427.0
"","",214,リカー,5.0,18.0,41.0,76.0,116.0,157.0,191.0,235.0,281.0
"","",221,デイリーフーズ,23.0,84.0,256.0,495.0,714.0,901.0,1078.0,1258.0,1470.0
0000082930,キッズノースポート, ,キッズノースポート計,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0
"","",211,グロサリー,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0
0000803780,東鷲宮, ,東鷲宮計,27.0,141.0,372.0,654.0,936.0,1139.0,1378.0,1584.0,1887.0
"","",211,グロサリー,18.0,74.0,202.0,339.0,469.0,566.0,702.0,808.0,962.0
"","",214,リカー,1.0,7.0,22.0,40.0,67.0,79.0,93.0,112.0,159.0
"","",221,デイリーフーズ,8.0,60.0,148.0,275.0,400.0,495.0,583.0,664.0,766.0
0000010020,小千谷, ,小千谷計,12.0,93.0,248.0,460.0,599.0,729.0,880.0,1047.0,1220.0
"","",211,グロサリー,8.0,52.0,112.0,225.0,303.0,370.0,450.0,536.0,619.0
"","",214,リカー,0.0,11.0,45.0,59.0,70.0,86.0,110.0,133.0,153.0
"","",221,デイリーフーズ,3.0,31.0,91.0,175.0,226.0,273.0,320.0,379.0,448.0
0000032100,浦和美園, ,浦和美園計,96.0,295.0,628.0,1206.0,1880.0,2494.0,3163.0,3832.0,4598.0
"","",211,グロサリー,56.0,152.0,313.0,597.0,917.0,1213.0,1539.0,1879.0,2257.0
"","",214,リカー,8.0,33.0,60.0,99.0,155.0,236.0,297.0,351.0,430.0
"","",221,デイリーフーズ,32.0,111.0,255.0,510.0,808.0,1046.0,1327.0,1602.0,1911.0
0000060410,湘南茅ヶ崎, ,湘南茅ヶ崎計,19.0,117.0,336.0,620.0,937.0,1218.0,1478.0,1766.0,2133.0
"","",211,グロサリー,7.0,55.0,160.0,297.0,433.0,557.0,673.0,789.0,946.0
"","",214,リカー,2.0,11.0,43.0,64.0,103.0,155.0,185.0,218.0,280.0
"","",221,デイリーフーズ,10.0,50.0,133.0,260.0,400.0,505.0,620.0,759.0,907.0
0000804250,横須賀, ,横須賀計,68.0,178.0,537.0,990.0,1566.0,2084.0,2591.0,3232.0,3906.0
"","",211,グロサリー,38.0,89.0,246.0,422.0,709.0,949.0,1185.0,1459.0,1752.0
"","",214,リカー,5.0,17.0,59.0,125.0,183.0,240.0,307.0,389.0,490.0
"","",221,デイリーフーズ,25.0,72.0,232.0,443.0,674.0,894.0,1099.0,1383.0,1664.0
0000006660,津田沼, ,津田沼計,380.0,624.0,1104.0,1792.0,2660.0,3369.0,4072.0,4936.0,5770.0
"","",211,グロサリー,211.0,343.0,590.0,952.0,1354.0,1700.0,2046.0,2480.0,2897.0
"","",214,リカー,35.0,57.0,98.0,167.0,266.0,335.0,429.0,519.0,595.0
"","",221,デイリーフーズ,134.0,224.0,415.0,673.0,1039.0,1334.0,1597.0,1937.0,2278.0
0000017300,水戸内原, ,水戸内原計,36.0,128.0,362.0,689.0,1130.0,1528.0,1910.0,2329.0,2736.0
"","",211,グロサリー,17.0,68.0,161.0,338.0,566.0,795.0,1004.0,1236.0,1430.0
"","",214,リカー,3.0,12.0,58.0,99.0,144.0,177.0,234.0,261.0,330.0
"","",221,デイリーフーズ,16.0,48.0,143.0,252.0,419.0,557.0,673.0,832.0,976.0
0000017690,太田, ,太田計,28.0,121.0,301.0,594.0,900.0,1220.0,1583.0,1928.0,2273.0
"","",211,グロサリー,12.0,76.0,172.0,314.0,483.0,664.0,874.0,1060.0,1217.0
"","",214,リカー,3.0,8.0,17.0,48.0,75.0,102.0,123.0,158.0,195.0
"","",221,デイリーフーズ,13.0,38.0,111.0,232.0,341.0,453.0,586.0,710.0,861.0
0000025300,杜の里, ,杜の里計,213.0,352.0,682.0,1124.0,1531.0,1837.0,2299.0,2753.0,3334.0
"","",211,グロサリー,98.0,166.0,330.0,539.0,720.0,874.0,1110.0,1310.0,1551.0
"","",214,リカー,37.0,51.0,84.0,107.0,149.0,168.0,227.0,288.0,414.0
"","",221,デイリーフーズ,78.0,135.0,268.0,478.0,661.0,795.0,962.0,1155.0,1369.0
0000031150,中条, ,中条計,49.0,106.0,269.0,442.0,586.0,699.0,854.0,1017.0,1190.0
"","",211,グロサリー,24.0,55.0,128.0,199.0,265.0,321.0,392.0,478.0,555.0
"","",214,リカー,10.0,15.0,45.0,80.0,105.0,114.0,138.0,163.0,196.0
"","",221,デイリーフーズ,14.0,36.0,95.0,163.0,216.0,263.0,324.0,377.0,439.0
0000041830,多摩平の森, ,多摩平の森計,65.0,213.0,479.0,1007.0,1476.0,1921.0,2478.0,2972.0,3550.0
"","",211,グロサリー,27.0,91.0,216.0,446.0,637.0,824.0,1075.0,1280.0,1524.0
"","",214,リカー,8.0,25.0,44.0,99.0,158.0,197.0,273.0,332.0,401.0
"","",221,デイリーフーズ,30.0,97.0,219.0,462.0,681.0,900.0,1130.0,1360.0,1625.0
